list_name,name,label::English,label::Hausa,label::Kanuri,State,LGA,Ward,livecope,,,,
cashforeducation,provide_school_supplies,"Direct provision of school supplies (bags, pencils)","2. Tallafin kayan makaranta (jakukuna, kayan rubutu)","2. Karewa k?raye mukonyi yikko (jaka so, alaram so)",,,,,,,,
cashforeducation,provide_textbooks,Direct provision of text books,3. Tallafin littattafan karatu,3. Kakkadiya k?rabe mukonyi ro yikko,,,,,,,,
cashforeducation,provide_transport,Direct provision of transporation for school,4. Tallafin Sufurin zuwa makaranta,4. Awo sandiya saadin ma (mota so ),,,,,,,,
cashforeducation,provide_cash,Direct provision of cash,5. Biyan kudin makaranta,5. Kung?na,,,,,,,,
cashforeducation,mix_cash_school_supplies,Mix of cash and provision of school supplies,"9. Duka, kudin da kayan makaranta","9. Biya tuskaata, kung?na-a karewa mowontiye samt?-a",,,,,,,,
cashforeducation,mix_cash_textbook,Mix of cash and provision of text books,10.Kudi da kuma litattafan karatu +E4,10. Mix of cash and provision of text books+E4,,,,,,,,
cashforeducation,provide_integrated_quaranic,Provision of Integrated Quaranic Education(IQE),11. Samar da makarantun allo,11. Mowonti-a Muhammadiya-a tuskaata sha nasaran Quaranic Education(IQE) not?na ma,,,,,,,,
cashforeducation,97,Other,97. Wani daban,97. Diwal gade,,,,,,,,
cashforeducation,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
cashforeducation,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
cfs_type,no_cfs,No place,1. Babu,1. Na so ba,,,,,,,,
cfs_type,ngo_cfs,"Yes, to NGO-run Child Friendly Space ",2. NGO sun samar da shi,2. Karapkaa napt? k?lan nzabe so d? na tada ro k?ji n?lewaa d? k?ngantin nza,,,,,,,,
cfs_type,park,"Yes, to park",3. Wurin shakatawa,3. Pak,,,,,,,,
cfs_type,nuresery,"Yes, to nursery",4. makarantar yara,4. Mowonti Nuz?riye,,,,,,,,
cfs_type,playground,"Yes, to playground",5. wurin wasa,5. Mowonti nduli s?nanaye sha playground lan not?na ma,,,,,,,,
cfs_type,97,Other,97. Wani daban,97. Na gade ,,,,,,,,
cfs_type,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
cfs_type,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
ffs_type,no_ffs,No place,1. babu,1. Na so ba,,,,,,,,
ffs_type,ngo_ffs,"Yes, to Women Friendly Space (NGO run)",2. Wurin jin dadin mata  (NGO run),2. Na taganasbe k?shaanawabe shiro women friendly space gulzain ma (Karapkaa napt? k?lan nzabe dawarzana ma),,,,,,,,
ffs_type,community_women_support_group_,"Yes, to Women's support groups at community location",3. Wurin tallafawa mata wanda ke cikin al'umma,3. Fella taganasbe k?shaanawa banaye suro nguro ben,,,,,,,,
ffs_type,women_support_group_hh,"Yes, to Women's support groups at another household",4. kungiyar tallafawa mata a cikin gida,4. Fella k?shaanawa banaye suro fatoyen,,,,,,,,
ffs_type,sewing_group,"Yes, to Sewing groups",5. Masu dinki,5. Fella kare dutobe,,,,,,,,
ffs_type,religious_centre,"Yes, to a religious centre",6.Cibiyoyin Addini,6. Fella adinbe,,,,,,,,
ffs_type,97,Other group or public space,97. Wasu kungiyoyin ko wuraren gwamnati,97. Fellawa gade au nasha jamameumi gade,,,,,,,,
ffs_type,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
ffs_type,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
mhpss_needs,reduced_interest,Feeling little interest or pleasure doing things that you/they normally like,1. Samun Sha'awar abun da ku/suke yi kadan,1. Tamtam baa loktu awo laa kundon?min lan au kundozain lan,,,,,,,,
mhpss_needs,feeling_depressed,"Feeling down, depressed or hopeless","2. Debe kauna, rashin kwarin gwiwa","2. Kas?mba naa koji, hangal za, faidajin ba so fant?",,,,,,,,
mhpss_needs,feeling_tired,Feeling tired or having little energy for no good reason,3. Gajiya ko rashin ku zari ba tare da dalili ba,3. Yimba ro so au dalil baa ro duno fant? baa so,,,,,,,,
mhpss_needs,trouble_sleeping,"Trouble falling asleep, staying asleep or sleeping too much","4. jin bacci ko yaushe, yawan jin bacci, yin bacci da yawa","4. Kaz?yi k?n?m baaye so, k?n?m lan d?mta so au k?n?m ngubu so",,,,,,,,
mhpss_needs,nervousness,Felt so nervous that nothing could calm you/ them down,5. Yawan bacin rai kamar ba abun da zai iya sanyaya ran ka/su,5. Rit? rit? fan?min au fanzain so abbimaye karasnzain ba wo,,,,,,,,
mhpss_needs,afraid,Felt so afraid that nothing could calm you/ them down,6. Jin tsoron ba abun da zai iya shawo kan ka/su,6. Zauro rin?ma au rizana abbimaye karaszain ba wo,,,,,,,,
mhpss_needs,angry,Felt so angry that you felt out of control,7. Bacin ran da zai fidda ka hayyacin ka,7. Zau ro g?rgan?ma rang?n?m karast? ma karast?m ba wo,,,,,,,,
mhpss_needs,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
mhpss_needs,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
security_incident,killing,Killing ,1. Kashe-kashe,1. Anasku firta,,,,,,,,
security_incident,physical_violence,Physical violence,2. Hargitsi,2. Fit?na luwalaye,,,,,,,,
security_incident,abduction_adult,Abduction or forced recruitment of adults,3. sace su ko tilasta masu shiga aikin soja ga manya,3. Kam ndalt? au dunon gota,,,,,,,,
security_incident,abduction_children,Abduction or forced recruitment of children,"4. Sace su, ko tilasta yara shiga aikin soja",4. Tada ndalt? au dunon gota,,,,,,,,
security_incident,armed_attack,Armed attacks,5. Hare-haren 'yan bindiga,5. B?t?r?m balimiya ,,,,,,,,
security_incident,fire,Fire outbreak,6. Gobara,6. Wawa konnube,,,,,,,,
security_incident,destruction_property,Destruction of properties / looting,7. Lalata kaya/sata,7. Banna/ndalt? awowa k?ngantiye,,,,,,,,
security_incident,explosives,Incident related to explosive hazards,8. fashewar bomb,8. Tajirwa bomye so,,,,,,,,
security_incident,gbv,Sexual assault / Gender-based violence,9. Keta haddi/Matsalar jinsi,9. Kam k?nz?na ro mata so / Fit?na junsu wuz?na ma sha nasaran Gender - based violence lan not?na ma,,,,,,,,
security_incident,97,Other incident,97. Wani daban,97. Awo gade,,,,,,,,
security_incident,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
security_incident,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
incident_where,current_location,In current location,1. A inda muke yanzu,1. Na k?rmaye ad? man wa'ano,,,,,,,,
incident_where,during_movement,While traveling between area of origin and current location,"2. lokacin da muke tafiya daga garin mu, zuwa inda muke yanzu",2. Loktu b?lauro ndi kate ngawar-a na ad?-a t?dinnen,,,,,,,,
incident_where,aoo,In village / area of origin,3. A kauyen mu/garin mu,3. B?ladiga au ngawar d? lan,,,,,,,,
incident_where,around_location,"In area around/close to current community (e.g. while collecting firewood or water, in farm land, etc.)","4. A yankin da ke kusa da inda muke yanzu  (kamar lokacin yin itace, ko dibar ruwa, ko a gona ds)","4. G?rye nguro ad? ben (alamanna sa k?ska konnube loro lan , au nji tabta lan, au kulo lan, gade gaps?naa)",,,,,,,,
incident_where,97,Other,97. Wani daban,97. Na gaden,,,,,,,,
incident_where,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
incident_where,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
docs_challenges,no_challenge,No challenges,1. Babu kalubale,1. Kaz?yi so ba,,,,,,,,
docs_challenges,cant_attend_school,Children unable to attend school,2. Yara ba sa iya zuwa makaranta,2. Nduli d? raksa mowonti k?razanyi,,,,,,,,
docs_challenges,cant_move_freely_in_town,Unable to move freely within town,3. Ba su iya tafiya su kadai a cikin garin,3. Raksa suro nguroben sarauna ro fomzain ba,,,,,,,,
docs_challenges,cant_move_for_work,Unable to move freely for work,4. Ba su iya zuwa aiki su kadai,4. Raksa cida nanka ro fomzain ba,,,,,,,,
docs_challenges,arrest_detention,Arrest or detention by CJTF or Miilitary,5. Kamu/tsarewa daga 'yan kato da gora da sojoji,5. Sandiya CJTF au ask?rye satain,,,,,,,,
docs_challenges,cant_vote,Unable to register to vote,6. rashin damar yin rajistar zabe,6. Raksa karno nanka ro ragista sadim ba,,,,,,,,
docs_challenges,97,Other,97. Wani daban,97. Dalil gade,,,,,,,,
docs_challenges,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
docs_challenges,99,Don’t know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
restricted,restriction_night,"Yes, but only during the evening and nighttime","1. E, amma da yamma da kuma cikin dare ne kawai","1. Aa'a, amma b?nye bas dapto",,,,,,,,
restricted,restriction_large_group,"Yes, but only if going with large groups","2. E, amma idan suna cikin mutane da yawa",2. Aa'a. amma jamimeumi lan font? dapto,,,,,,,,
restricted,restriction_complete,"Yes, complete movement restrictions","3. E, an hana mu yawo gaba daya","3. Aa'a, cotto font? dapkat?",,,,,,,,
restricted,restriction_2km,"Yes, from km outside of the camp or community","4. E, amma na tsawon kilomita 2 daga sansaanin mu, ko garin mu",4. Aa'a amma kilomita 2 diya kamfuben au nguro d? be kojin ba,,,,,,,,
restricted,restriction_id,"Yes, but only if no means of identification",5. E amma idan ba wata shaidar gane mutum,"5. Aa'a, amma asut?ram laa gade ba maa",,,,,,,,
restricted,no_restriction,No movement restriction,6. Babu wata dokar hana yawo,6. Fomno so dapt?nyi,,,,,,,,
restricted,97,Other,97. Wani daban,97. Dalil gade,,,,,,,,
restricted,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
restricted,99,Don’t know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
restriction_reason,perceived_armed_groups,"Self-imposed, perceive the area is not safe due to armed groups","1. Kariyar kai, yankin na fuskantar hadarin 'yan bindiga","1. K?lanyi lan, sau g?re d? kurunyi d?n nz?liwo ba sau karapkaa balimiya ye nanka ro",,,,,,,,
restriction_reason,perceived_explosives,"Self-imposed, perceive the area is not safe due to explosive hazards",2. Yankin na da hadarin fashewar boma bomai,"2. K?lanyi lan, na d? n?lewa ba au awowa tatartin so mbeji nanka ro ",,,,,,,,
restriction_reason,military,Military sets curfew / restriction,3. Sojoji sun sa dokar hana yawo,3. Ask?rraye dapt? nanka ro,,,,,,,,
restriction_reason,97,Other,97. Wani daban,97. Dalil gade nanka ro,,,,,,,,
restriction_reason,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
restriction_reason,99,Don’t know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
detain_missing_child,boy_armed,Boy (under 18) taken by armed groups,1. 'Yan bindiga suka sace yaron,1. Tada d? karapkaa balimiya ye gozana,,,,,,,,
detain_missing_child,girl_armed,Girl (under 18) taken by armed group,2. Yan bindiga suka sace yarinyar,2. Fero d? karapkaa balimiya ye gozana,,,,,,,,
detain_missing_child,child_trafficking,Child trafficked out of state/country,5. An yi safarar yaron ne daga jihar/kasar,5. Tada d? k?rye/lard? d?n d?n sawurt? tutuluwuna,,,,,,,,
detain_missing_adult,man_armed,Adult men taken by armed groups,6. Yan bindiga suka sace mutumin,6. Kongaa aulokkata d? karapkaa balimiya ye gozana,,,,,,,,
detain_missing_adult,woman_armed,Women taken by armed groups,7. Yan bindiga suka sace matar,7. K?shaana aulokkata d? karapkaa balimiya ye gozana,,,,,,,,
detain_missing_child,child_lost_displ,Child lost during HH displacement / movement,10. Yaron ya bace ne lokacin da muke barin garin mu,10. Tada loktu fato tart?na/t?tang?na lan fatt?g?na,,,,,,,,
detain_missing_adult,adult_lost_displ,Adult lost during HH displacement / movement,11. Mutumin ya bace ne lokacind a muke barin garin mu,11. Kam kura loktu fato tart?na/t?tang?na lan fatt?g?na,,,,,,,,
detain_missing_adult,97,Other,97. Wani daban,97. Dalil gade nanka ro,,,,,,,,
detain_missing_adult,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
detain_missing_adult,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
detain_missing_child,97,Other,97. Wani daban,97. Dalil gade nanka ro,,,,,,,,
detain_missing_child,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
detain_missing_child,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
labour_exploitation,no_payment,"Working for someone, but not getting payment","1. Yana yiwa wani aiki, amma ba a biyan sa",1. Kam laa ro cidat?nyin do kung?nan salamjin ba,,,,,,,,
labour_exploitation,forced_work,Forced to perform work against their will,2. An tilasta su aiki ba a son ran su ba,2. T?ranyi lan dunon cida dio,,,,,,,,
labour_exploitation,excessive_hours,Excessive working hours,3. Lokacin aikin da ya wuce kima,3. Awa kada ro cidat?,,,,,,,,
labour_exploitation,receive_less_than_promised,Receive less payment than what they were promised at the beginning,4. Biyan su kudade kasa da yadda akai masu alkawari,4. Salama na buron wad?t?na d?gai s?d?nyi tin,,,,,,,,
labour_exploitation,receive_less_than_others,Receive less than what other people in the community were receiving for the same kind of work,5. Biyan su kasa da yadda ake biyan sauran mutane a cikin garin da suke yin aiki iri daya,5. Salama am gadeye cida jili falla d? ro suro nguro yen sowondainno gana wo,,,,,,,,
labour_exploitation,denied_movement,Denied freedom of movement whilst at work,6. Hana su 'yancin yawo a lokacin aiki,6. Loktu cidatin lan fomno ro dapt?,,,,,,,,
labour_exploitation,denied_food_drink_medical,Denied food/drink/medical treatment,7. Hana su abinci/ruwan sha/magani,7. Loktu kembu/k?nza/cidawu,,,,,,,,
labour_exploitation,none,None of these experienced,8. Babu daya daga ciki,8. Ndaso ma ro kalkal z?nyi,,,,,,,,
labour_exploitation,98,No response,98. Ba amsa,98. Jawau ba ,,,,,,,,
labour_exploitation,99,Don't know,99. Ban sani ba,99. Noz?nyi,,,,,,,,
,,,,,,,,,,,,
labour_exploitation_who,men,Men,1. Maza,1. Kongawa ro,,,,,,,,
labour_exploitation_who,women,Women,2. Mata,2. Kamuwa ro,,,,,,,,
labour_exploitation_who,boy,Boy(s),3. Yara,3. Tadawa ro,,,,,,,,
labour_exploitation_who,girl,Girl(s),4. Yan mata,4. Ferowa ro,,,,,,,,
labour_exploitation_who,elderly,Elderly,5. Tsaffi,5. Amwurawa ro,,,,,,,,
labour_exploitation_who,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
labour_exploitation_who,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
labour_exploitation_work,domestic_work,Household/domestic work (in other household),1. Aikin gida (A wasu gidajen),1. Cida cida fatoye (fato gaden),what about prostitution???,,,,,,,
labour_exploitation_work,farming,Farming/agriculture,2. Noma ,2. Bare/ kulo bare ,,,,,,,,
labour_exploitation_work,construction,Construction,3. Ginin,3. Cida garbe,,,,,,,,
labour_exploitation_work,mining,Mining,4. haka,4. Raz?g? cidibe mata,,,,,,,,
labour_exploitation_work,fishing,Fishing,5.Kiwon kifi,5. Kamfoni cida b?nyiye,,,,,,,,
labour_exploitation_work,hotel_restaurant,Hotel/restaurant/hospitality,6. Aikin otal,6. Hotel k?mbuye/liitari,,,,,,,,
labour_exploitation_work,97,Other,97. Wani daban,97. Na gaden,,,,,,,,
labour_exploitation_work,98,No response,98. Ba amsa,98. Jawau ba,,,,,,,,
labour_exploitation_work,99,Don't know,99. Ban sani ba,99. Not?nyi,,,,,,,,
,,,,,,,,,,,,
human_traffic,perform_activity,Work or perform other activities against your will,"a lokacin da kuka je wajen aikin, ko sun yi maku wani abu wanda ba a son ran ku ba","loktu b?lauro au loktu na d? ro is?ma d?n, cida kasada n?m ba ro au kasadan nza ba ro t?d?na wa",,,,,,,,
human_traffic,arrange_marriage,Approached by someone offering to arrange ?a marriage (for you or close family member – child or sibling),"lokacin da kuke tafi ko kuka isa, Akwai wani daga cikin su da ya nemi yin aure da (ku, wani a cikin 'yan gidan ku ko yan uwa","loktu b?lau ro au loktu na d? ro is?ma d?n, nya au sandiya kar?nget?g? nyiya kundo ro manat?g?na wa (nyi ro au suro yalla n?m ben kar?ngema n?m laa)",,,,,,,,
human_traffic,kept_location,Kept at a certain location ?against your will (by persons other than the authorities of the country),"lokacin da kuke tafi ko kuka isa, wani wanda ba daga cikin jami'an kasar ba ya aje ku a wurin da ba ku ji dadin sa ba","loktu b?lauron?min d?n, na laa ra'ami lan au sarawanyi lan g?nat?na wa (kam laa cidawun nguronye)",,,,,,,,
,,,,,,,,,,,,
access_last,no_access,Not since left,1. Babu tun da muka bar garin,1. Kawu kolleneman ,,,,,,,,
access_last,within_week,Within the last two weeks,2. Cikin sati biyu da suka wuce,2. Suro mag? indi koz?nad?n ,,,,,,,,
access_last,2weeks_1month,Greater than 2 weeks but less than 1 month,3. An wuce sati biyu amma ba a kai wata ba,3. Mag? 2-ga koz?na k?ntag? 1 s?t?yi ,,,,,,,,
access_last,1_3_months,Greater than 1 month but less than 3 months,"4. An wuce wata, amma ba a kai wata uku ba","4. K?ntag? 1-ga koz?na, amma k?ntag? 3 s?t?yi ",,,,,,,,
access_last,more_than_3months,Greater than 3 months ago,5. Sama da wata uku,5. K?ntag? 3 koz?nad?n ,,,,,,,,
access_last,98,No response,98. Ba Amsa,98 Z?awu ba ,,,,,,,,
access_last,99,Don't know ,99. Ban sani ba,99 Nong?yi,,,,,,,,
,,,,,,,,,,,,
aoo_why,check_family,Check on family members,1. Ziyarar 'yan uwa,1. Yal fatobe kururo ,,,,,,,,
aoo_why,check_security,Check the security situation,2. Duba gida/wasu kaya/kadarori,2. Fato/anza karewa tamanna kururo ,,,,,,,,
aoo_why,check_home,Check on home / personal items / valuables,"3. Don samun kayan masarufi (itace, ruwa, ciyawa)","3. Awowa k?nd?gabe mataro (k?ska kannube, nji, kajim) ",,,,,,,,
aoo_why,gather_resources,"To gather natural resources (water, firewood, grass)",4.Don noma da kiwo,4. barero au s?nyero ,,,,,,,,
aoo_why,farming_livestock,For farming or grazing livestock,5. Kasuwanci,5. Kasuwurou ,,,,,,,,
aoo_why,trading,For trading,6. Duba yanayin tsaro,6. Lamar nz?liwoye kururo ,,,,,,,,
aoo_why,97,Other,97. wasu daban,97 Gade ,,,,,,,,
aoo_why,98,No response,98. Ba amsa,98 Z?awu ba ,,,,,,,,
aoo_why,99,Don't know,99. Ban sani ba,99 Nong?yi,,,,,,,,
,,,,,,,,,,,,
aoo_barrier,fear_aog_attack,"Don't feel safe, threat of AOG attack","1. Rashin tabbas, barazanar hari daga 'yan ta'adda","1. Nz?liwo baro fangin, rit? b?t?r?m AOG-be ",,,,,,,,
aoo_barrier,aog_doesnt_allow,AOG's / Boko Haram won't allow to return,2. Boko Haram baza su bari ba,2. AOG/Boko Haramye kasatcinba ,,,,,,,,
aoo_barrier,military_doesnt_allow,Military won't allow to return,3. Sojoji baza su bari ba,3. Sojawaye kasatsaiwa ,,,,,,,,
aoo_barrier,comm_leader_not_advise,Community leader advised not to return,4. babu hanyoyin sana'a,4. Nad?n cinna man?mbuiye ba ,,,,,,,,
aoo_barrier,lack_services,"Lack of basic services (health, education, market, etc.)",5. Babu hanyoyin samun abinci,5. K?mbu ba ,,,,,,,,
aoo_barrier,lack_shelter,Lack of shelter,6. Dagaci ya bada shawarar kada a koma,6. Kurawa b?labeye shawari walt? baye sad? ,,,,,,,,
aoo_barrier,no_money,No money to return,7. rashin kayan bukatu,7. Awowa k?nd?gaye kun-balinbe ba ,,,,,,,,
aoo_barrier,lack_livelihoods,No source of livelihoods there,8. rashin matsugunni,8. Na k?nd?gaye ba ,,,,,,,,
aoo_barrier,lack_food,No source of food,9. Ba kudin komawa,9. Kunguna waltaye ba ,,,,,,,,
aoo_barrier,nobody_remained,Nobody remained there,10. Babu sauran 'yan uwa a can,10. Fatori falma nad?n ba ,,,,,,,,
aoo_barrier,no_family,No family/relatives/social network remained there,11. Babu kowa a can,11. Nad?n  nduma ba ,,,,,,,,
aoo_barrier,97,Other,97. wani daban,97 Gade ,,,,,,,,
aoo_barrier,98,No response,98. Ba amsa,98 Z?awu ba ,,,,,,,,
aoo_barrier,99,Don't know,99. Ban sani ba,99 Nong?yi,,,,,,,,
,,,,,,,,,,,,
plan_move_when,next_month,Within the next month,1. Cikin watan gobe,1. Suro k?ntag? baliyen. ,,,,,,,,
plan_move_when,1_3_months,Between 1 and 3 months,2.Tsakanin wata daya zuwa uku,2.Kate  k?ntag? 1-a 3-an. ,,,,,,,,
plan_move_when,4_6_months,Between 4 and 6 months,3.tsakanin wata 4 zuwa 6,3. Kate k?ntag? 4-a 6-an. ,,,,,,,,
plan_move_when,6_or_more_months,In more than 6 months,4. cikin sama da wata 6,4. Suro k?ntag? 6 koz?nayen.,,,,,,,,
,,,,,,,,,,,,
pref_location,aoo,Village of origin,1. Garin asali,1. B?la deya f?rt?ye ,,,,,,,,
pref_location,lga,LGA capital or other village in LGA of origin,"2. Babban birnin karamar hukuma, ko wani kauye cikin ta",2. B?rnyi kura Hukuma Ganabe au b?la deya gade suro Hukuma Gana f?rt?ben. ,,,,,,,,
pref_location,nigeria,Elsewhere in Nigeria,3. Wani wuri a Nijeriya,3. Nigerialan na gaden. ,,,,,,,,
pref_location,other_country,Elsewhere in another country,4. wani wuri a wata kasa daban,"4, Na gaden lard? gaden ",,,,,,,,
pref_location,97,Other,97. Wani daban,97. Na gaden,,,,,,,,
pref_location,98,No response,98. a amsa,98 Z?awu ba ,,,,,,,,
pref_location,99,Don't know,99. Ban sani ba,99 Nong?yi,,,,,,,,
,,,,,,,,,,,,
pull_factor,security,Security,1.Samuwar tsaro,1. N?liwo ,,,,,,,,
pull_factor,health_services,Presence of health services,2. samuwar kula da lafiya,2. Cidawa N?lefabe mbeji ,,,,,,,,
pull_factor,education_services,Presence of education services,3. samar da ilimi,3. Cidawa Ilmube mbeji ,,,,,,,,
pull_factor,access_food,Access to food,4. Samun abinci,4. K?mbu t?wandin ,,,,,,,,
pull_factor,access_wash,Access to water and sanitation,5. Samun ruwa da tsaftar muhalli,5. nji-a n?mng?la-a t?wandin ,,,,,,,,
