list_name,name,label,label::Hausa,state,LGA,Ward
ward,gwapopolok,Gwapopolok,Gwapopolok,Adamawa,Shelleng,
ward,gwaskara,Gwaskara,Gwaskara,Borno,Shani,
ward,gwio_kura,Gwio-Kura,Gwio-Kura,Yobe,Bade,
ward,gyawana,Gyawana,Gyawana,Adamawa,Lamurde,
ward,hambagda,Hambagda,Hambagda,Borno,Gwoza,
ward,hausari_geidam,Hausari,Hausari,Yobe,Geidam,
ward,hausari,Hausari,Hausari,Borno,Gwoza,
ward,hausari_tampul,Hausari Tampul,Hausari Tampul,Borno,Askira_Uba,
ward,hausari_zadawa,Hausari Zadawa,Hausari Zadawa,Borno,Askira_Uba,
ward,hausawa_asibiti,Hausawa Asibiti,Hausawa Asibiti,Yobe,Potiskum,
ward,hildi,Hildi,Hildi,Adamawa,Hong,
ward,hizhibwala,Hizhibwala,Hizhibwala,Borno,Hawul,
ward,hong,Hong,Hong,Adamawa,Hong,
ward,hoserezum,Hoserezum,Hoserezum,Adamawa,Hong,
ward,hoyo_chingowa,Hoyo Chingowa,Hoyo Chingowa,Borno,Magumeri,
ward,humbutudi,Humbutudi,Humbutudi,Adamawa,Maiha,
ward,hyambula,Hyambula,Hyambula,Adamawa,Madagali,
ward,imburu,Imburu,Imburu,Adamawa,Numan,
ward,jaba,Jaba,Jaba,Yobe,Jakusko,
ward,jabullam,Jabullam,Jabullam,Borno,Abadam,
ward,jada_1,Jada 1,Jada 1,Adamawa,Jada,
ward,jada_2,Jada 2,Jada 2,Adamawa,Jada,
ward,jaggu,Jaggu,Jaggu,Adamawa,Ganye,
ward,jajere,Jajere,Jajere,Yobe,Fune,
ward,jajeri,Jajeri,Jajeri,Yobe,Karasuwa,
ward,jaji_maji,Jaji Maji,Jaji Maji,Yobe,Karasuwa,
ward,jakana,Jakana,Jakana,Borno,Konduga,
ward,jakusko,Jakusko,Jakusko,Yobe,Jakusko,
ward,jambutu,Jambutu,Jambutu,Adamawa,Yola_North,
ward,janga,Janga,Janga,Yobe,Fika,
ward,jara_dali,Jara-Dali,Jara-Dali,Borno,Bayo,
ward,jara_gol,Jara-Gol,Jara-Gol,Borno,Bayo,
ward,jarawa,Jarawa,Jarawa,Borno,Kala_Balge,
ward,jawa_g_dole,Jawa G Dole,Jawa G Dole,Yobe,Bursari,
ward,jawur_katamma,Jawur Katamma,Jawur Katamma,Yobe,Jakusko,
ward,jebuwa,Jebuwa,Jebuwa,Yobe,Yusufari,
ward,jera_bakari,Jera Bakari,Jera Bakari,Adamawa,Girei,
ward,jera_bonyo,Jera Bonyo,Jera Bonyo,Adamawa,Girei,
ward,jereng,Jereng,Jereng,Adamawa,Mayo_Belwa,
ward,jigalambu,Jigalambu,Jigalambu,Adamawa,Michika,
ward,jigalta,Jigalta,Jigalta,Borno,Nganzai,
ward,jilbe,Jilbe,Jilbe,Borno,Kala_Balge,
ward,jororo,Jororo,Jororo,Yobe,Geidam,
ward,juluri_damnawa,Juluri Damnawa,Juluri Damnawa,Yobe,Bursari,
ward,jumbam,Jumbam,Jumbam,Yobe,Tarmua,
ward,jumbul,Jumbul,Jumbul,Adamawa,Shelleng,
ward,k_kaudi,K Kaudi,K Kaudi,Borno,Kala_Balge,
ward,k_kumaga,K Kumaga,K Kumaga,Borno,Kala_Balge,
ward,kabulawa,Kabulawa,Kabulawa,Borno,Marte,
ward,kafa_mafi,Kafa Mafi,Kafa Mafi,Borno,Damboa,
ward,kafiya,Kafiya,Kafiya,Yobe,Yunusari,
ward,kaguram,Kaguram,Kaguram,Borno,Monguno,
ward,kala,Kala,Kala,Borno,Kala_Balge,
ward,kalallawa_gabai,Kalallawa Gabai,Kalallawa Gabai,Yobe,Damaturu,
ward,kaliyari,Kaliyari,Kaliyari,Yobe,Bursari,
ward,kalizoram,Kalizoram,Kalizoram,Borno,Magumeri,
ward,kanuri,Kanuri,Kanuri,Yobe,Nguru,
ward,karagawaru,Karagawaru,Karagawaru,Borno,Kaga,
ward,kararam,Kararam,Kararam,Borno,Magumeri,
ward,karasuwa_galu,Karasuwa Galu,Karasuwa Galu,Yobe,Karasuwa,
ward,karasuwa_garu_guna,Karasuwa Garu Guna,Karasuwa Garu Guna,Yobe,Karasuwa,
ward,kareto,Kareto,Kareto,Borno,Mobbar,
ward,karewa,Karewa,Karewa,Adamawa,Yola_North,
ward,karlahi,Karlahi,Karlahi,Adamawa,Fufore,
ward,kasugula,Kasugula,Kasugula,Borno,Bama,
ward,katuzu,Katuzu,Katuzu,Yobe,Bade,
ward,kautikari,Kautikari,Kautikari,Borno,Chibok,
ward,kauwa,Kauwa,Kauwa,Borno,Kukawa,
ward,kawuri,Kawuri,Kawuri,Borno,Konduga,
ward,kayeri,Kayeri,Kayeri,Yobe,Fune,
ward,kekeno,Kekeno,Kekeno,Borno,Kukawa,
ward,kessaa,Kessa'A,Kessa'A,Borno,Abadam,
ward,ketembere,Ketembere,Ketembere,Adamawa,Shelleng,
ward,khadammari,Khadammari,Khadammari,Borno,Jere,
ward,kidda,Kidda,Kidda,Borno,Hawul,
ward,kilange_funa,Kilange Funa,Kilange Funa,Adamawa,Song,
ward,kilange_hirna,Kilange Hirna,Kilange Hirna,Adamawa,Song,
ward,kingarawa,Kingarawa,Kingarawa,Borno,Guzamala,
ward,kingowa,Kingowa,Kingowa,Borno,Gubio,
ward,kirawa,Kirawa,Kirawa,Borno,Gwoza,
ward,kirchinga,Kirchinga,Kirchinga,Adamawa,Madagali,
ward,kirenowa,Kirenowa,Kirenowa,Borno,Marte,
ward,kiri,Kiri,Kiri,Adamawa,Shelleng,
ward,kiri_1,Kiri 1,Kiri 1,Adamawa,Toungo,
ward,kiri_2,Kiri 2,Kiri 2,Adamawa,Toungo,
ward,kodomti,Kodomti,Kodomti,Adamawa,Numan,
ward,kogin_baba_1,Kogin Baba 1,Kogin Baba 1,Adamawa,Toungo,
ward,kogin_baba_2,Kogin Baba 2,Kogin Baba 2,Adamawa,Toungo,
ward,kola,Kola,Kola,Adamawa,Guyuk,
ward,kollere_kafaje,Kollere Kafaje,Kollere Kafaje,Yobe,Fune,
ward,kolore,Kolore,Kolore,Adamawa,Mubi_North,
ward,koma_1,Koma 1,Koma 1,Adamawa,Jada,
ward,koma_2,Koma 2,Koma 2,Adamawa,Jada,
ward,kombo,Kombo,Kombo,Borno,Shani,
ward,konduga,Konduga,Konduga,Borno,Konduga,
ward,konkol,Konkol,Konkol,Adamawa,Maiha,
ward,konkomma,Konkomma,Konkomma,Yobe,Machina,
ward,koriyel,Koriyel,Koriyel,Yobe,Tarmua,
ward,korongilum,Korongilum,Korongilum,Borno,Chibok,
ward,koshebe,Koshebe,Koshebe,Borno,Mafa,
ward,kpasham,Kpasham,Kpasham,Adamawa,Demsa,
ward,kubo,Kubo,Kubo,Borno,Shani,
ward,kubuku,Kubuku,Kubuku,Borno,Kwaya_Kusar,
ward,kuburmbula,Kuburmbula,Kuburmbula,Borno,Chibok,
ward,kuda,Kuda,Kuda,Borno,Nganzai,
ward,kudokurgo,Kudokurgo,Kudokurgo,Borno,Abadam,
ward,kukareta_warsala,Kukareta Warsala,Kukareta Warsala,Yobe,Damaturu,
ward,kukawa,Kukawa,Kukawa,Borno,Kukawa,
ward,kukayasku,Kukayasku,Kukayasku,Yobe,Machina,
ward,kukuri,Kukuri,Kukuri,Yobe,Nangere,
ward,kulli,Kulli,Kulli,Borno,Marte,
ward,kumagannam,Kumagannam,Kumagannam,Yobe,Yusufari,
ward,kumalia,Kumalia,Kumalia,Borno,Monguno,
ward,kumshe,Kumshe,Kumshe,Borno,Bama,
ward,kupti,Kupti,Kupti,Borno,Magumeri,
ward,kuranabasa,Kuranabasa,Kuranabasa,Borno,Gwoza,
ward,kurba_gayi,Kurba Gayi,Kurba Gayi,Borno,Kwaya_Kusar,
ward,kurnawa,Kurnawa,Kurnawa,Borno,Nganzai,
ward,kushimaga,Kushimaga,Kushimaga,Yobe,Gulani,
ward,kusur,Kusur,Kusur,Yobe,Geidam,
ward,kwaja,Kwaja,Kwaja,Adamawa,Mubi_South,
ward,kwajaffa,Kwajaffa,Kwajaffa,Borno,Hawul,
ward,kwarhi,Kwarhi,Kwarhi,Adamawa,Hong,
ward,kwaya_kusar,Kwaya Kusar,Kwaya Kusar,Borno,Kwaya_Kusar,
ward,kwayabura,Kwayabura,Kwayabura,Borno,Hawul,
ward,lafiya,Lafiya,Lafiya,Adamawa,Lamurde,
ward,lafiya_loi_loi,Lafiya Loi Loi,Lafiya Loi Loi,Yobe,Jakusko,
ward,lakundum,Lakundum,Lakundum,Borno,Shani,
ward,lamisu,Lamisu,Lamisu,Yobe,Machina,
ward,lamisula,Lamisula,Lamisula,Borno,Maiduguri,
ward,lamurde,Lamurde,Lamurde,Adamawa,Lamurde,
ward,lamurde,Lamurde,Lamurde,Adamawa,Mubi_South,
ward,langawa_darin,Langawa Darin,Langawa Darin,Yobe,Nangere,
ward,lantaiwa,Lantaiwa,Lantaiwa,Yobe,Tarmua,
ward,lassa,Lassa,Lassa,Borno,Askira_Uba,
ward,lawan_fannami,Lawan Fannami,Lawan Fannami,Yobe,Bade,
ward,lawan_musa,Lawan Musa,Lawan Musa,Yobe,Bade,
ward,layi,Layi,Layi,Borno,Mobbar,
ward,lege,Lege,Lege,Borno,Mafa,
ward,leko,Leko,Leko,Adamawa,Jada,
ward,libbo,Libbo,Libbo,Adamawa,Shelleng,
ward,likama,Likama,Likama,Borno,Chibok,
ward,limanti,Limanti,Limanti,Borno,Bayo,
ward,limawa,Limawa,Limawa,Adamawa,Yola_North,
ward,logumane,Logumane,Logumane,Borno,Ngala,
ward,lokoro,Lokoro,Lokoro,Adamawa,Guyuk,
ward,lokuwa,Lokuwa,Lokuwa,Adamawa,Mubi_North,
ward,loskuri,Loskuri,Loskuri,Borno,Mafa,
ward,luggere,Luggere,Luggere,Adamawa,Yola_North,
ward,m_kaza,M. Kaza,M. Kaza,Borno,Dikwa,
ward,m_maja,M. Maja,M. Maja,Borno,Dikwa,
ward,maafa,Ma'Afa,Ma'Afa,Borno,Mafa,
ward,maanna,Ma'Anna,Ma'Anna,Yobe,Geidam,
ward,machina,Machina,Machina,Yobe,Machina,
ward,mada,Mada,Mada,Borno,Kala_Balge,
ward,madagali,Madagali,Madagali,Adamawa,Madagali,
ward,madzi,Madzi,Madzi,Adamawa,Michika,
ward,mafa,Mafa,Mafa,Borno,Mafa,
ward,mafoni,Mafoni,Mafoni,Borno,Maiduguri,
ward,magumeri,Magumeri,Magumeri,Borno,Magumeri,
ward,maiha_gari,Maiha Gari,Maiha Gari,Adamawa,Maiha,
ward,maimalari,Maimalari,Maimalari,Yobe,Yusufari,
ward,maimusari,Maimusari,Maimusari,Borno,Jere,
ward,mainok,Mainok,Mainok,Borno,Kaga,
ward,mairari,Mairari,Mairari,Borno,Guzamala,
ward,mairi,Mairi,Mairi,Borno,Jere,
ward,maisandari,Maisandari,Maisandari,Borno,Maiduguri,
ward,maisandari_wi,Maisandari Wi,Maisandari Wi,Yobe,Damaturu,
ward,maiwa,Maiwa,Maiwa,Borno,Nganzai,
ward,maja_kura,Maja Kura,Maja Kura,Yobe,Nguru,
ward,makama_a,Makama A,Makama A,Adamawa,Yola_South,
ward,makama_b,Makama B,Makama B,Adamawa,Yola_South,
ward,malari,Malari,Malari,Borno,Konduga,
ward,mamudo,Mamudo,Mamudo,Yobe,Potiskum,
ward,manda_daa,Manda Da'A,Manda Da'A,Yobe,Tarmua,
ward,mandala,Mandala,Mandala,Borno,Monguno,
ward,mandaragirau,Mandaragirau,Mandaragirau,Borno,Biu,
ward,mandunari,Mandunari,Mandunari,Yobe,Gujba,
ward,manjekin,Manjekin,Manjekin,Adamawa,Maiha,
ward,mapeo,Mapeo,Mapeo,Adamawa,Jada,
ward,marama_kidang,Marama Kidang,Marama Kidang,Borno,Hawul,
ward,margata,Margata,Margata,Borno,Dikwa,
ward,marguba,Marguba,Marguba,Borno,Kaga,
ward,marmari_gudugurka,Marmari Gudugurka,Marmari Gudugurka,Yobe,Fune,
ward,marte,Marte,Marte,Borno,Marte,
ward,masaba,Masaba,Masaba,Yobe,Bursari,
ward,mashamari,Mashamari,Mashamari,Borno,Jere,
ward,mashio,Mashio,Mashio,Yobe,Fune,
ward,maskandare,Maskandare,Maskandare,Yobe,Machina,
ward,masu,Masu,Masu,Borno,Mafa,
ward,mayo_bani,Mayo Bani,Mayo Bani,Adamawa,Mubi_North,
ward,mayo_farang,Mayo Farang,Mayo Farang,Adamawa,Mayo_Belwa,
ward,mayo_inne,Mayo Inne,Mayo Inne,Adamawa,Fufore,
ward,mayo_kalaye,Mayo Kalaye,Mayo Kalaye,Adamawa,Jada,
ward,mayo_lope,Mayo Lope,Mayo Lope,Adamawa,Hong,
ward,mayo_nguli,Mayo Nguli,Mayo Nguli,Adamawa,Maiha,
ward,mayori,Mayori,Mayori,Yobe,Yusufari,
ward,mbalala,Mbalala,Mbalala,Borno,Chibok,
ward,mbamba,Mbamba,Mbamba,Adamawa,Yola_South,
ward,mbila,Mbila,Mbila,Adamawa,Mayo_Belwa,
ward,mbokura,Mbokura,Mbokura,Borno,Chibok,
ward,mbula,Mbula,Mbula,Adamawa,Demsa,
ward,mbullo,Mbullo,Mbullo,Adamawa,Jada,
ward,michika_1,Michika 1,Michika 1,Adamawa,Michika,
ward,michika_2,Michika 2,Michika 2,Adamawa,Michika,
ward,mijilu,Mijilu,Mijilu,Adamawa,Mubi_North,
ward,mintar,Mintar,Mintar,Borno,Monguno,
ward,miringa,Miringa,Miringa,Borno,Biu,
ward,miye,Miye,Miye,Borno,Nganzai,
ward,moda_dlaka,Moda / Dlaka,Moda / Dlaka,Adamawa,Michika,
ward,modire,Modire,Modire,Adamawa,Girei,
ward,moduri,Moduri,Moduri,Borno,Guzamala,
ward,mofio,Mofio,Mofio,Borno,Monguno,
ward,moholo,Moholo,Moholo,Borno,Kala_Balge,
ward,monguno,Monguno,Monguno,Borno,Monguno,
ward,mozogun,Mozogun,Mozogun,Yobe,Yunusari,
ward,mubi_fussami,Mubi Fussami,Mubi Fussami,Yobe,Fika,
ward,muchalla,Muchalla,Muchalla,Adamawa,Mubi_North,
ward,mugulbu,Mugulbu,Mugulbu,Adamawa,Mubi_South,
ward,muguram,Muguram,Muguram,Yobe,Jakusko,
ward,mujara,Mujara,Mujara,Adamawa,Mubi_South,
ward,mujigine,Mujigine,Mujigine,Borno,Mafa,
ward,mulgo_kopchi,Mulgo Kopchi,Mulgo Kopchi,Borno,Damboa,
ward,muliye,Muliye,Muliye,Borno,Dikwa,
ward,munkavachitta,Munkavachitta,Munkavachitta,Adamawa,Michika,
ward,murfakalam,Murfakalam,Murfakalam,Yobe,Damaturu,
ward,mussa,Mussa,Mussa,Borno,Askira_Uba,
ward,musune,Musune,Musune,Borno,Marte,
ward,mutai,Mutai,Mutai,Yobe,Gujba,
ward,muwalli,Muwalli,Muwalli,Borno,Marte,
ward,namtari,Namtari,Namtari,Adamawa,Yola_South,
ward,nangere,Nangere,Nangere,Yobe,Nangere,
ward,nassarawo_mubi,Nassarawo,Nassarawo,Adamawa,Mubi_South,
ward,nassarawo_yola,Nassarawo,Nassarawo,Adamawa,Yola_North,
ward,nassarawo_demsa,Nassarawo Demsa,Nassarawo Demsa,Adamawa,Demsa,
ward,nayinawa,Nayinawa,Nayinawa,Yobe,Damaturu,
ward,ndikong,Ndikong,Ndikong,Adamawa,Mayo_Belwa,
ward,ndufu,Ndufu,Ndufu,Borno,Ngala,
ward,nduku,Nduku,Nduku,Adamawa,Mubi_South,
ward,ngala,Ngala,Ngala,Borno,Ngala,
ward,ngalda,Ngalda,Ngalda,Yobe,Fika,
ward,ngamdu,Ngamdu,Ngamdu,Borno,Kaga,
ward,ngamma,Ngamma,Ngamma,Borno,Magumeri,
ward,ngarbi,Ngarbi,Ngarbi,Yobe,Nguru,
ward,ngbakawo,Ngbakawo,Ngbakawo,Adamawa,Lamurde,
ward,ngbebogun,Ngbebogun,Ngbebogun,Adamawa,Lamurde,
ward,ngelzarma_a,Ngelzarma A,Ngelzarma A,Yobe,Fune,
ward,ngelzarma_b,Ngelzarma B,Ngelzarma B,Yobe,Fune,
ward,ngetra,Ngetra,Ngetra,Borno,Gubio,
ward,nglaiwa,Nglaiwa,Nglaiwa,Yobe,Nguru,
ward,ngohi,Ngohi,Ngohi,Borno,Askira_Uba,
ward,ngojin,Ngojin,Ngojin,Yobe,Potiskum,
ward,ngoshe,Ngoshe,Ngoshe,Borno,Gwoza,
ward,ngubala_bamma,Ngubala Bamma,Ngubala Bamma,Borno,Magumeri,
ward,ngudoram,Ngudoram,Ngudoram,Borno,Dikwa,
ward,ngulde,Ngulde,Ngulde,Borno,Askira_Uba,
ward,ngurbuwa,Ngurbuwa,Ngurbuwa,Yobe,Gujba,
ward,ngurno,Ngurno,Ngurno,Borno,Monguno,
ward,ngurore,Ngurore,Ngurore,Adamawa,Yola_South,
ward,ngurthlavu_kopa,Ngurthlavu Kopa,Ngurthlavu Kopa,Borno,Askira_Uba,
ward,ninkisi_wuro_ngiki,Ninkisi/Wuro Ngiki,Ninkisi/Wuro Ngiki,Adamawa,Michika,
ward,njibulwa,Njibulwa,Njibulwa,Yobe,Gulani,
ward,njine,Njine,Njine,Borno,Marte,
ward,njiwaji_gwange,Njiwaji Gwange,Njiwaji Gwange,Yobe,Damaturu,
ward,numan_1,Numan 1,Numan 1,Adamawa,Numan,
ward,numan_2,Numan 2,Numan 2,Adamawa,Numan,
ward,numan_3,Numan 3,Numan 3,Adamawa,Numan,
ward,nyibago,Nyibago,Nyibago,Adamawa,Jada,
ward,nzuda_wuyaram,Nzuda Wuyaram,Nzuda Wuyaram,Borno,Damboa,
ward,old_maiduguri,Old Maiduguri,Old Maiduguri,Borno,Jere,
ward,opalo,Opalo,Opalo,Adamawa,Lamurde,
ward,other,Other,Other,Other,Other,
ward,pakka,Pakka,Pakka,Adamawa,Maiha,
ward,pallam,Pallam,Pallam,Adamawa,Madagali,
ward,pama_whitambaya,Pama Whitambaya,Pama Whitambaya,Borno,Hawul,
ward,pariya,Pariya,Pariya,Adamawa,Fufore,
ward,pemi,Pemi,Pemi,Borno,Chibok,
ward,peta,Peta,Peta,Borno,Kwaya_Kusar,
ward,puba_vidau,Puba Vidau,Puba Vidau,Borno,Hawul,
ward,pulka_bokko,Pulka Bokko,Pulka Bokko,Borno,Gwoza,
ward,purakayo,Purakayo,Purakayo,Adamawa,Guyuk,
ward,rann,Rann,Rann,Borno,Kala_Balge,
ward,ribadu,Ribadu,Ribadu,Adamawa,Fufore,
ward,ribadu,Ribadu,Ribadu,Adamawa,Mayo_Belwa,
ward,rigange,Rigange,Rigange,Adamawa,Lamurde,
ward,ruhu,Ruhu,Ruhu,Yobe,Gulani,
ward,rumde,Rumde,Rumde,Adamawa,Yola_North,
ward,rumirgu_chul,Rumirgu Chul,Rumirgu Chul,Borno,Askira_Uba,
ward,sabon_gari,Sabon Gari,Sabon Gari,Yobe,Bade,
ward,sabon_layi,Sabon Layi,Sabon Layi,Adamawa,Mubi_North,
ward,sabon_pegi,Sabon Pegi,Sabon Pegi,Adamawa,Numan,
ward,sabsabuwa,Sabsabuwa,Sabsabuwa,Borno,Nganzai,
ward,sakwa_hema,Sakwa Hema,Sakwa Hema,Borno,Hawul,
ward,sangassumi,Sangassumi,Sangassumi,Adamawa,Ganye,
ward,sarkin_hausawa,Sarkin Hausawa,Sarkin Hausawa,Yobe,Bade,
ward,sasawa_kabaru,Sasawa Kabaru,Sasawa Kabaru,Yobe,Damaturu,
ward,shaffa,Shaffa,Shaffa,Borno,Hawul,
ward,shangui,Shangui,Shangui,Adamawa,Hong,
ward,shani,Shani,Shani,Borno,Shani,
ward,shehuri,Shehuri,Shehuri,Borno,Ngala,
ward,shehuri_north,Shehuri North,Shehuri North,Borno,Maiduguri,
ward,shehuri_south,Shehuri South,Shehuri South,Borno,Maiduguri,
ward,shekau,Shekau,Shekau,Yobe,Tarmua,
ward,shelleng,Shelleng,Shelleng,Adamawa,Shelleng,
ward,shettimari,Shettimari,Shettimari,Borno,Kaga,
ward,shirarkir,Shirarkir,Shirarkir,Borno,Chibok,
ward,shoye,Shoye,Shoye,Yobe,Fika,
ward,sigal,Sigal,Sigal,Borno,Kala_Balge,
ward,sigire,Sigire,Sigire,Adamawa,Song,
ward,sina_kamale,Sina Kamale,Sina Kamale,Adamawa,Michika,
ward,song_gari,Song Gari,Song Gari,Adamawa,Song,
ward,song_waje,Song Waje,Song Waje,Adamawa,Song,
ward,sorau_a,Sorau A,Sorau A,Adamawa,Maiha,
ward,sorau_b,Sorau B,Sorau B,Adamawa,Maiha,
ward,soye,Soye,Soye,Borno,Bama,
ward,sugu,Sugu,Sugu,Adamawa,Ganye,
ward,sugundare,Sugundare,Sugundare,Borno,Nganzai,
ward,suktu,Suktu,Suktu,Adamawa,Song,
ward,sukur,Sukur,Sukur,Adamawa,Madagali,
ward,sulumthla,Sulumthla,Sulumthla,Borno,Biu,
ward,sumbar,Sumbar,Sumbar,Yobe,Yusufari,
ward,sungul_koka,Sungul Koka,Sungul Koka,Yobe,Tarmua,
ward,sure,Sure,Sure,Borno,Monguno,
ward,suwa,Suwa,Suwa,Adamawa,Lamurde,
ward,taganama,Taganama,Taganama,Yobe,Machina,
ward,tallum,Tallum,Tallum,Adamawa,Shelleng,
ward,tambajam,Tambajam,Tambajam,Adamawa,Maiha,
ward,tambo,Tambo,Tambo,Adamawa,Girei,
ward,tamsu_ngamdua,Tamsu Ngamdua,Tamsu Ngamdua,Borno,Mafa,
ward,tawa,Tawa,Tawa,Adamawa,Gombi,
ward,telli,Telli,Telli,Borno,Bayo,
ward,teteba,Teteba,Teteba,Yobe,Gulani,
ward,thilbang,Thilbang,Thilbang,Adamawa,Hong,
ward,tikau,Tikau,Tikau,Yobe,Nangere,
ward,timdore,Timdore,Timdore,Adamawa,Ganye,
ward,titiwa,Titiwa,Titiwa,Borno,Magumeri,
ward,tobolo,Tobolo,Tobolo,Borno,Kaga,
ward,tola,Tola,Tola,Adamawa,Mayo_Belwa,
ward,toshia,Toshia,Toshia,Yobe,Yunusari,
ward,toungo,Toungo,Toungo,Adamawa,Yola_South,
ward,toungo_1,Toungo 1,Toungo 1,Adamawa,Toungo,
ward,toungo_2,Toungo 2,Toungo 2,Adamawa,Toungo,
ward,toungo_3,Toungo 3,Toungo 3,Adamawa,Toungo,
ward,tsohon_nguru,Tsohon_Nguru,Tsohon_Nguru,Yobe,Nguru,
ward,tsugum_tagali,Tsugum Tagali,Tsugum Tagali,Yobe,Bade,
ward,tsukumu_tilijo,Tsukumu/Tilijo,Tsukumu/Tilijo,Adamawa,Michika,
ward,tuba,Tuba,Tuba,Borno,Jere,
ward,tulotulo,Tulotulo,Tulotulo,Yobe,Yusufari,
ward,tumbara_ngabili,Tumbara/Ngabili,Tumbara/Ngabili,Adamawa,Michika,
ward,turmi_malori,Turmi Malori,Turmi Malori,Yobe,Fika,
ward,uba,Uba,Uba,Borno,Askira_Uba,
ward,uba,Uba,Uba,Adamawa,Hong,
ward,ufaye,Ufaye,Ufaye,Borno,Dikwa,
ward,uki_tuki,Uki Tuki,Uki Tuki,Adamawa,Fufore,
ward,uvu_uda,Uvu Uda,Uvu Uda,Borno,Askira_Uba,
ward,vih_boka,Vih/Boka,Vih/Boka,Adamawa,Michika,
ward,vimtim,Vimtim,Vimtim,Adamawa,Mubi_North,
ward,vulpi,Vulpi,Vulpi,Adamawa,Numan,
ward,wachakal,Wachakal,Wachakal,Yobe,Karasuwa,
ward,wada,Wada,Wada,Borno,Kwaya_Kusar,
ward,waduku,Waduku,Waduku,Adamawa,Lamurde,
ward,waga_chakawa,Waga-Chakawa,Waga-Chakawa,Adamawa,Madagali,
ward,wagir,Wagir,Wagir,Yobe,Gujba,
ward,wajiro,Wajiro,Wajiro,Borno,Kaga,
ward,wala_warabe,Wala Warabe,Wala Warabe,Borno,Gwoza,
ward,walama,Walama,Walama,Borno,Shani,
ward,waltandi,Waltandi,Waltandi,Adamawa,Song,
ward,wambilimi_tili,Wambilimi/Tili,Wambilimi/Tili,Adamawa,Michika,
ward,wamdeo_giwi,Wamdeo Giwi,Wamdeo Giwi,Borno,Askira_Uba,
ward,wamiri,Wamiri,Wamiri,Borno,Guzamala,
ward,waro,Waro,Waro,Yobe,Karasuwa,
ward,warshele,Warshele,Warshele,Borno,Ngala,
ward,wassaram,Wassaram,Wassaram,Borno,Kaga,
ward,watinani,Watinani,Watinani,Yobe,Nangere,
ward,wawa,Wawa,Wawa,Borno,Kwaya_Kusar,
ward,wawa_korode,Wawa Korode,Wawa Korode,Borno,Damboa,
ward,whuntaku,Whuntaku,Whuntaku,Borno,Chibok,
ward,wula,Wula,Wula,Adamawa,Madagali,
ward,wulgo,Wulgo,Wulgo,Borno,Ngala,
ward,wulo,Wulo,Wulo,Borno,Monguno,
ward,wuro_bokki,Wuro Bokki,Wuro Bokki,Adamawa,Fufore,
ward,wuro_dole,Wuro Dole,Wuro Dole,Adamawa,Girei,
ward,wuyo,Wuyo,Wuyo,Borno,Bayo,
ward,yabal,Yabal,Yabal,Borno,Konduga,
ward,yabiri,Yabiri,Yabiri,Borno,Bama,
ward,yadim,Yadim,Yadim,Adamawa,Fufore,
ward,yajiwa,Yajiwa,Yajiwa,Borno,Konduga,
ward,yale,Yale,Yale,Borno,Konduga,
ward,yang,Yang,Yang,Adamawa,Gombi,
ward,yau,Yau,Yau,Borno,Abadam,
ward,yawa,Yawa,Yawa,Borno,Abadam,
ward,yawi,Yawi,Yawi,Borno,Biu,
ward,yebbi,Yebbi,Yebbi,Adamawa,Ganye,
ward,yele,Yele,Yele,Borno,Monguno,
ward,yelli,Yelli,Yelli,Adamawa,Jada,
ward,yelwa,Yelwa,Yelwa,Adamawa,Mubi_North,
ward,yelwa,Yelwa,Yelwa,Adamawa,Yola_North,
ward,yerimaram,Yerimaram,Yerimaram,Yobe,Potiskum,
ward,yimirdalang,Yimirdalang,Yimirdalang,Borno,Kwaya_Kusar,
ward,yitiwa,Yitiwa,Yitiwa,Borno,Abadam,
ward,yoffo,Yoffo,Yoffo,Adamawa,Mayo_Belwa,
ward,yolde_kohi,Yolde Kohi,Yolde Kohi,Adamawa,Yola_South,
ward,yoyo,Yoyo,Yoyo,Borno,Kukawa,
ward,yunusari,Yunusari,Yunusari,Yobe,Yunusari,
ward,yusufari,Yusufari,Yusufari,Yobe,Yusufari,
ward,zabudum_dachia,Zabudum Dachia,Zabudum Dachia,Yobe,Jakusko,
ward,zaga_ngalori,Zaga Ngalori,Zaga Ngalori,Borno,Marte,
ward,zageri,Zageri,Zageri,Borno,Bama,
ward,zah,Zah,Zah,Adamawa,Michika,
ward,zangaya_mazawaun,Zangaya Mazawaun,Zangaya Mazawaun,Yobe,Fika,
ward,zangebe,Zangebe,Zangebe,Borno,Mafa,
ward,zango,Zango,Zango,Yobe,Bade,
ward,zara,Zara,Zara,Borno,Bayo,
ward,zarawuyaku,Zarawuyaku,Zarawuyaku,Borno,Biu,
ward,zari,Zari,Zari,Borno,Mobbar,
ward,zowo,Zowo,Zowo,Borno,Gubio,
ward,zulum,Zulum,Zulum,Borno,Monguno,
ward,zulum_umarti,Zulum Umarti,Zulum Umarti,Borno,Mobbar,
ward,zumo,Zumo,Zumo,Adamawa,Song,
ward,i_dont_know,I Don’t know,Ban sani ba,Adamawa,Demsa,
ward,i_dont_know,I Don’t know,Ban sani ba,Adamawa,Fufore,
ward,i_dont_know,I Don’t know,Ban sani ba,Adamawa,Ganye,
ward,i_dont_know,I Don’t know,Ban sani ba,Adamawa,Girei,
ward,i_dont_know,I Don’t know,Ban sani ba,Adamawa,Gombi,
